segment_id,time_elapsed,x,y,z
0.0,28.464,-1.685,-9.079,0.733
0.0,28.857000000000006,-1.494,-9.577,0.025
0.0,28.864,-1.494,-9.577,0.025
0.0,29.456999999999997,-1.34,-8.887,0.076
0.0,30.059,-1.915,-9.385,0.051
0.0,30.857000000000006,1.57,-8.657,0.6990000000000001
0.0,31.055000000000003,1.685,-8.351,1.7919999999999998
0.0,31.861,-1.225,-8.542,5.72
0.0,32.256,0.383,-6.895,6.579
0.0,33.065000000000005,0.344,-7.047999999999999,6.829
0.0,33.257000000000005,0.268,-7.047999999999999,6.7879999999999985
0.0,34.257000000000005,-0.536,-7.737999999999999,6.356
0.0,34.263000000000005,-0.536,-7.737999999999999,6.356
0.0,34.457,1.992,-8.198,5.864
0.0,35.25700000000001,1.11,-7.393,5.502999999999999
0.0,35.65700000000001,-0.191,-7.0870000000000015,6.247000000000001
0.0,36.455999999999996,0.306,-6.627000000000002,7.185
0.0,36.463,0.306,-6.627000000000002,7.185
0.0,36.663,0.076,-6.359,7.2879999999999985
0.0,37.486,0.0,-6.397,7.346
0.0,37.655,0.306,-6.665,7.267
0.0,38.657,-2.988,-8.427,1.528
0.0,38.667,-2.988,-8.427,1.528
0.0,39.857,-4.022,-8.887,0.036000000000000004
0.0,40.055,-3.83,-8.964,0.012
0.0,40.858,-4.022,-8.925,0.018000000000000002
0.0,40.865,-4.022,-8.925,0.018000000000000002
0.0,42.05900000000001,-3.256,-8.772,0.159
0.0,42.066,-3.256,-8.772,0.159
0.0,43.25700000000001,-1.072,-9.5,2.125
0.0,43.26900000000001,-1.072,-9.5,2.125
0.0,44.456,-2.145,-11.339,0.08199999999999999
0.0,44.655,0.0,-9.347,0.134
0.0,45.667,-1.187,-7.431,0.249
0.0,45.858,-2.49,-8.887,0.318
0.0,45.864,-2.49,-8.887,0.318
0.0,46.858,1.072,-8.083,5.061
0.0,46.867,1.072,-8.083,5.061
0.0,48.058,1.5319999999999998,-7.278,6.598
0.0,48.06800000000001,1.5319999999999998,-7.278,6.598
0.0,49.27500000000001,0.804,-8.121,6.066
0.0,49.456,0.804,-8.006,6.016
0.0,50.458999999999996,1.379,-9.96,0.115
0.0,50.66,-0.383,-10.075,0.05
0.0,50.67,-0.383,-10.075,0.05
0.0,51.67400000000001,-2.873,-9.04,0.14400000000000002
0.0,51.855,-1.34,-9.538,0.08199999999999999
0.0,52.857000000000006,-3.524,-8.389,0.239
0.0,53.05500000000001,-4.635,-9.194,0.25
0.0,53.865,-3.6010000000000004,-8.964,0.138
0.0,54.25700000000001,-3.639,-8.81,0.175
0.0,55.256,-5.746,-7.24,0.062
0.0,55.457,-0.421,-10.841,0.016
0.0,55.46400000000001,-0.421,-10.841,0.016
0.0,56.256,-2.03,-9.5,0.095
0.0,56.26300000000001,-2.03,-9.5,0.095
0.0,56.456,-2.49,-9.385,0.066
0.0,57.457,-2.643,-9.385,0.029
0.0,57.657,-2.681,-9.232,0.029
4.0,0.795,1.187,-7.585,6.364
4.0,1.385,-0.804,-9.04,0.205
4.0,1.986,-2.1830000000000003,-9.347,0.048
4.0,2.588,-0.996,-9.347,2.487
4.0,2.5940000000000003,-0.996,-9.347,2.487
4.0,3.385,0.229,-9.308,0.154
4.0,3.3939999999999997,0.229,-9.308,0.154
4.0,4.3950000000000005,-1.723,-8.504,2.438
4.0,4.596,-2.758,-8.236,1.3219999999999998
4.0,5.5950000000000015,1.8,-9.232,0.08900000000000001
4.0,5.796,1.187,-9.845,0.043
4.0,6.7989999999999995,-2.375,-8.925,0.023
4.0,6.808000000000002,-2.375,-8.925,0.023
4.0,7.819000000000001,-1.992,-8.925,0.424
4.0,7.996,-2.681,-8.887,0.325
4.0,8.799000000000003,-0.076,-9.538,0.043
4.0,8.812000000000003,-0.076,-9.538,0.043
4.0,9.006,-0.038,-9.347,0.107
4.0,9.999,-2.911,-9.194,0.117
4.0,10.007,-2.911,-9.194,0.117
4.0,11.397,-3.179,-8.887,0.157
4.0,12.607,-1.8,-9.194,0.115
4.0,12.798,-1.57,-9.615,0.14
4.0,13.806,-2.49,-10.419,0.096
4.0,13.834,-2.49,-10.419,0.096
4.0,13.995999999999999,-0.804,-9.615,0.002
4.0,14.997000000000002,0.919,-9.308,-0.085
4.0,15.003,0.919,-9.308,-0.085
4.0,16.197000000000006,-0.076,-9.768,0.016
4.0,16.395,0.0,-9.73,0.008
4.0,16.401,0.0,-9.73,0.008
4.0,17.197000000000006,0.383,-9.653,0.006
4.0,17.397000000000002,0.268,-9.577,0.016
4.0,18.4,-0.6890000000000001,-7.47,5.989
4.0,18.596,-0.957,-6.435,7.184
4.0,19.596,1.494,-5.171,8.214
4.0,19.796000000000006,1.57,-5.132999999999999,8.145
4.0,20.796000000000006,1.6469999999999998,-4.865,8.3
4.0,20.996,1.7619999999999998,-4.711,8.427999999999999
4.0,21.825000000000006,2.03,-4.29,8.544
4.0,21.845,2.03,-4.29,8.544
4.0,23.029,1.992,-4.29,8.61
4.0,23.066000000000006,1.992,-4.29,8.61
4.0,24.197000000000006,1.992,-4.06,8.697000000000001
4.0,24.395000000000003,2.106,-4.175,8.661
4.0,25.405,2.106,-4.137,8.626
4.0,25.598000000000006,2.106,-4.213,8.637
4.0,26.596,1.953,-4.597,8.486
4.0,26.796000000000006,1.915,-4.635,8.459
4.0,27.615,1.838,-4.558,8.456
4.0,27.621,1.838,-4.558,8.456
4.0,28.818,1.915,-4.328,8.538
4.0,29.006,1.8,-4.482,8.54
4.0,30.206999999999997,1.8,-4.367,8.487
4.0,30.226999999999997,1.8,-4.367,8.487
4.0,30.408,1.915,-4.597,8.485
4.0,31.415000000000006,2.145,-4.405,8.503
4.0,32.207,1.992,-4.597,8.486
4.0,32.219,1.992,-4.597,8.486
4.0,32.605000000000004,1.915,-6.972,6.3870000000000005
4.0,33.410000000000004,-1.187,-9.002,0.535
4.0,33.608000000000004,-1.685,-8.542,1.305
4.0,34.608000000000004,-0.114,-9.768,-0.063
4.0,34.621,-0.114,-9.768,-0.063
4.0,35.811,-0.114,-8.657,0.016
4.0,35.838,-0.114,-8.657,0.016
4.0,36.805,-1.6469999999999998,-8.887,0.853
4.0,37.012,-1.8,-8.849,0.515
4.0,37.025999999999996,-1.8,-8.849,0.515
4.0,38.006,-3.179,-8.887,0.255
4.0,38.21,-3.256,-8.657,0.08199999999999999
4.0,38.226,-3.256,-8.657,0.08199999999999999
4.0,39.015,-1.187,-9.385,0.006999999999999999
4.0,39.41,-1.953,-9.04,0.084
4.0,39.417,-1.953,-9.04,0.084
4.0,40.207,-2.221,-8.887,0.18
4.0,40.415,-2.336,-9.04,0.389
4.0,41.81100000000001,0.153,-9.5,0.07
4.0,41.82100000000001,0.153,-9.5,0.07
4.0,42.21,0.8420000000000001,-10.19,0.093
4.0,43.006,-1.5319999999999998,-9.385,0.08800000000000001
4.0,43.411,-2.604,-9.079,0.043
4.0,44.207,-1.3019999999999998,-9.653,-0.139
4.0,44.21700000000001,-1.3019999999999998,-9.653,-0.139
4.0,44.65000000000001,-0.6890000000000001,-9.768,0.07
4.0,45.253,0.421,-9.462,0.181
4.0,45.806,-2.1830000000000003,-9.462,0.191
4.0,46.608,1.264,-8.351,0.28800000000000003
4.0,46.617,1.264,-8.351,0.28800000000000003
4.0,47.208999999999996,1.225,-6.0520000000000005,7.695
4.0,47.80900000000001,1.953,-5.132999999999999,8.15
4.0,48.407,2.336,-4.865,8.211
4.0,48.417,2.336,-4.865,8.211
4.0,49.00700000000001,1.953,-4.8260000000000005,8.282
4.0,49.408,1.7619999999999998,-4.673,8.441
4.0,50.21,1.953,-4.213,8.675
4.0,50.405,1.8,-4.175,8.69
4.0,51.405,1.915,-4.252,8.595
4.0,51.611999999999995,1.915,-4.367,8.574
4.0,51.631,1.915,-4.367,8.574
4.0,52.607000000000006,1.723,-7.24,6.612
4.0,52.806,2.49,-7.546,5.941
4.0,52.81200000000001,2.49,-7.546,5.941
4.0,53.808,-0.498,-9.462,0.039
4.0,53.81200000000001,-0.498,-9.462,0.039
4.0,54.80500000000001,0.114,-8.772,0.105
4.0,54.81200000000001,0.114,-8.772,0.105
4.0,56.01900000000001,0.574,-9.577,0.008
4.0,56.207,-0.8809999999999999,-9.921,-0.008
4.0,57.24,0.191,-9.807,-0.029
4.0,57.266999999999996,0.191,-9.807,-0.029
4.0,57.417,0.268,-9.653,-0.025
6.0,0.16399999999999998,1.494,-3.217,9.249
6.0,0.3670000000000001,1.915,-3.026,9.172
6.0,1.365,1.992,-3.486,9.052
6.0,1.5650000000000002,2.145,-3.486,8.949
6.0,2.3880000000000003,0.957,-3.179,9.159
6.0,2.4170000000000003,0.957,-3.179,9.159
6.0,3.571,0.957,-4.06,9.046
6.0,3.608,0.957,-4.06,9.046
6.0,4.5630000000000015,-1.992,-8.236,5.915
6.0,4.766,-1.685,-9.347,1.994
6.0,5.782,-3.294,-9.04,0.065
6.0,5.7989999999999995,-3.294,-9.04,0.065
6.0,5.9639999999999995,-3.217,-9.347,0.031
6.0,6.9639999999999995,-3.524,-9.079,0.029
6.0,6.973000000000001,-3.524,-9.079,0.029
6.0,8.164,-3.715,-9.002,0.002
6.0,8.363999999999999,-3.754,-9.079,0.005
6.0,9.365,-3.6010000000000004,-9.002,0.023
6.0,9.372,-3.6010000000000004,-9.002,0.023
6.0,10.591,-2.988,-9.232,0.061
6.0,10.618,-2.988,-9.232,0.061
6.0,11.963,-3.102,-7.7,5.295
6.0,12.562999999999999,-3.217,-6.55,6.518
6.0,14.365,-2.26,-9.04,4.044
6.0,14.565,-2.26,-7.24,4.578
6.0,14.572,-2.26,-7.24,4.578
6.0,15.763000000000002,-1.877,-9.998,0.376
6.0,15.964,-3.984,-9.155,0.406
6.0,16.965999999999998,-2.5660000000000003,-9.615,0.16399999999999998
6.0,17.17,-2.5660000000000003,-8.849,0.264
6.0,18.164,-3.217,-9.462,0.022
6.0,18.365,-3.064,-9.194,0.039
6.0,19.372,-3.141,-9.27,0.042
6.0,19.417,-3.141,-9.27,0.042
6.0,20.565,-0.957,-7.968,0.419
6.0,20.765,-2.604,-8.504,1.923
6.0,21.765,1.5319999999999998,-5.822,7.035
6.0,21.963,3.332,-6.78,6.324
6.0,22.964,7.622999999999998,-7.585,0.154
6.0,23.164,6.5120000000000005,-7.585,0.114
6.0,23.973000000000006,-1.915,-8.964,2.19
6.0,24.767000000000003,-3.83,-7.431,0.092
6.0,24.773000000000003,-3.83,-7.431,0.092
6.0,25.168000000000006,-1.838,-8.772,0.474
6.0,25.186,-1.838,-8.772,0.474
6.0,25.967,-2.834,-10.419,0.29100000000000004
6.0,26.569000000000006,-1.6469999999999998,-6.857,0.203
6.0,26.581999999999997,-1.6469999999999998,-6.857,0.203
6.0,27.165000000000006,-1.5319999999999998,-10.380999999999998,0.35700000000000004
6.0,27.176,-1.5319999999999998,-10.380999999999998,0.35700000000000004
6.0,27.766,-2.7960000000000003,-8.542,0.235
6.0,28.183000000000003,-1.11,-9.538,0.138
6.0,28.964,-2.068,-8.964,0.196
6.0,29.372000000000003,-2.758,-8.351,1.032
6.0,29.384,-2.758,-8.351,1.032
6.0,30.164,1.685,-11.224,0.092
6.0,30.563,-1.149,-9.27,0.113
6.0,31.366999999999997,-1.225,-9.538,0.015
6.0,31.766,-1.264,-9.883,0.004
6.0,32.563,-1.034,-9.692,0.006
6.0,32.763000000000005,-1.6469999999999998,-9.845,0.013
6.0,32.769000000000005,-1.6469999999999998,-9.845,0.013
6.0,33.766000000000005,-0.957,-9.577,0.006
6.0,33.964,-0.957,-9.845,0.005
6.0,34.964,-0.957,-9.807,0.01
6.0,35.165,-0.919,-9.768,0.01
6.0,35.994,-1.149,-9.845,0.008
7.0,0.155,-2.106,-9.5,0.043
7.0,1.157,-1.877,-9.385,0.036000000000000004
7.0,2.358,-2.145,-10.496,0.018000000000000002
7.0,2.556,1.34,-9.807,0.031
7.0,2.756,-1.072,-8.925,0.235
7.0,3.5580000000000003,-2.988,-9.232,0.337
7.0,3.568,-2.988,-9.232,0.337
7.0,3.76,-0.383,-9.73,0.272
7.0,4.7620000000000005,-3.562,-8.121,1.112
7.0,4.957000000000002,-3.524,-8.542,0.513
7.0,4.9670000000000005,-3.524,-8.542,0.513
7.0,5.9830000000000005,-0.076,-9.615,0.246
7.0,6.017,-0.076,-9.615,0.246
7.0,7.157,-0.038,-8.351,0.412
7.0,7.359000000000001,-3.026,-7.622999999999998,2.733
7.0,8.355,-0.7659999999999999,-8.427,3.532
7.0,8.558,-1.6469999999999998,-8.504,3.637
7.0,8.562000000000001,-1.6469999999999998,-8.504,3.637
7.0,9.355,-1.264,-9.653,0.431
7.0,9.562,-1.7619999999999998,-9.5,0.408
7.0,9.578,-1.7619999999999998,-9.5,0.408
7.0,10.357,-2.451,-9.308,0.096
7.0,10.956,-3.754,-9.002,0.004
7.0,11.355,-1.455,-9.347,0.0
7.0,12.157,-1.379,-7.1629999999999985,6.523
7.0,12.357999999999999,-0.383,-6.972,6.735
7.0,13.157,-0.7659999999999999,-7.24,6.785
7.0,13.357,-0.957,-6.589,7.164
7.0,14.384,3.141,-2.7960000000000003,8.376
7.0,14.421,3.141,-2.7960000000000003,8.376
7.0,15.558000000000002,4.98,0.344,8.577
7.0,15.772,5.401,0.383,8.332
7.0,15.798000000000002,5.401,0.383,8.332
7.0,16.555,4.4430000000000005,-0.344,8.685
7.0,16.757,5.401,-0.229,8.337
7.0,17.756,2.988,-2.4130000000000003,8.735
7.0,17.959,1.992,-4.4430000000000005,8.522
7.0,17.964000000000006,1.992,-4.4430000000000005,8.522
7.0,18.757,1.5319999999999998,-6.895,6.882999999999999
7.0,18.766,1.5319999999999998,-6.895,6.882999999999999
7.0,19.756,1.494,-5.8610000000000015,7.749
7.0,19.957,1.3019999999999998,-5.707000000000002,7.73
7.0,20.976999999999997,-0.8420000000000001,-7.047999999999999,6.225
7.0,20.993,-0.8420000000000001,-7.047999999999999,6.225
7.0,22.16,-2.451,-7.355,5.738
7.0,22.17,-2.451,-7.355,5.738
7.0,23.369,-2.1830000000000003,-8.274,5.456
7.0,23.381999999999998,-2.1830000000000003,-8.274,5.456
7.0,24.558000000000003,-1.5319999999999998,-8.466000000000001,3.706
7.0,24.565,-1.5319999999999998,-8.466000000000001,3.706
7.0,25.594,-2.604,-8.274,2.07
7.0,25.756,-2.681,-8.158999999999999,1.079
7.0,26.76,-3.792,-8.236,2.806
7.0,26.96,-2.834,-8.389,2.9810000000000003
7.0,27.967,-1.7619999999999998,-8.887,1.35
7.0,27.989,-1.7619999999999998,-8.887,1.35
7.0,29.155,-2.451,-8.772,0.887
7.0,29.165000000000006,-2.451,-8.772,0.887
7.0,30.193,-2.949,-8.925,0.46
7.0,30.22,-2.949,-8.925,0.46
7.0,31.555999999999997,-1.072,-7.393,6.149
7.0,31.756,-0.8420000000000001,-7.01,6.432
7.0,32.766000000000005,-2.758,-8.274,5.65
7.0,32.955999999999996,-3.715,-7.355,3.732
7.0,33.773,-1.34,-8.849,0.322
7.0,33.957,-0.612,-8.542,1.574
7.0,34.984,-3.907,-7.507999999999999,1.957
7.0,35.010000000000005,-3.907,-7.507999999999999,1.957
7.0,36.155,-3.447,-8.351,4.343
7.0,36.164,-3.447,-8.351,4.343
7.0,37.365,-0.612,-10.151,0.207
7.0,37.376999999999995,-0.612,-10.151,0.207
7.0,37.558,-2.106,-9.117,0.234
7.0,37.56500000000001,-2.106,-9.117,0.234
7.0,38.361,-2.834,-9.423,0.078
7.0,38.561,-2.834,-9.04,0.111
7.0,38.57100000000001,-2.834,-9.04,0.111
7.0,39.555,-2.604,-9.155,0.17
7.0,39.756,-2.834,-9.155,0.17
7.0,39.765,-2.834,-9.155,0.17
7.0,40.358,-2.988,-9.04,0.116
7.0,40.368,-2.988,-9.04,0.116
7.0,40.56800000000001,-2.834,-9.04,0.104
7.0,41.56100000000001,-2.681,-9.347,0.08199999999999999
7.0,41.57100000000001,-2.681,-9.347,0.08199999999999999
7.0,42.75899999999999,-2.681,-9.117,0.121
7.0,42.966,-2.7960000000000003,-9.079,0.121
7.0,44.157,-2.7960000000000003,-9.117,0.123
7.0,44.357,-2.758,-9.155,0.124
7.0,44.361999999999995,-2.758,-9.155,0.124
7.0,45.358,-2.873,-8.887,0.168
7.0,46.367,0.536,-8.696,0.657
7.0,46.38,0.536,-8.696,0.657
7.0,47.56500000000001,-0.7659999999999999,-8.121,5.165
7.0,47.573,-0.7659999999999999,-8.121,5.165
7.0,48.756,-2.1830000000000003,-6.665,6.544
7.0,48.766999999999996,-2.1830000000000003,-6.665,6.544
7.0,49.765,-2.681,-8.006,5.4129999999999985
7.0,49.802,-2.681,-8.006,5.4129999999999985
7.0,50.973000000000006,-1.608,-8.925,0.386
7.0,50.989,-1.608,-8.925,0.386
7.0,52.157,-2.911,-8.198,2.768
7.0,52.358,-2.949,-8.198,2.655
7.0,52.368,-2.949,-8.198,2.655
7.0,53.158,-3.064,-8.312000000000001,2.16
7.0,53.357000000000006,-2.988,-8.198,2.145
7.0,54.40300000000001,-3.294,-8.351,1.177
7.0,54.55800000000001,-3.562,-8.236,0.568
7.0,54.563,-3.562,-8.236,0.568
7.0,55.56500000000001,-2.528,-8.427,1.73
7.0,55.578,-2.528,-8.427,1.73
7.0,56.76600000000001,-3.409,-7.47,5.409
7.0,56.803,-3.409,-7.47,5.409
7.0,57.986,-3.6010000000000004,-7.546,5.377999999999999
7.0,58.01600000000001,-3.6010000000000004,-7.546,5.377999999999999
7.0,59.167,-3.179,-8.427,0.5579999999999999
7.0,59.36900000000001,-3.907,-7.585,0.361
9.0,0.767,0.727,-9.807,-0.012
9.0,1.97,-0.344,-9.5,-0.131
9.0,2.1670000000000003,1.34,-8.925,-0.513
9.0,3.365,1.8,-8.619,-0.726
9.0,3.5660000000000003,1.8,-9.194,-0.473
9.0,3.575,1.8,-9.194,-0.473
9.0,4.566000000000002,3.754,-9.002,-0.043
9.0,4.766,2.451,-9.385,-0.008
9.0,5.7730000000000015,2.221,-8.849,-0.236
9.0,5.78,2.221,-8.849,-0.236
9.0,6.8290000000000015,-1.034,-10.380999999999998,-0.359
9.0,6.976000000000001,0.574,-9.347,-0.297
9.0,8.0,0.076,-8.964,-2.128
9.0,8.058,0.076,-8.964,-2.128
9.0,9.377,2.643,-9.653,-0.289
9.0,9.575,-0.229,-9.04,-0.536
9.0,10.375,2.643,-8.696,-0.908
9.0,10.782,1.877,-8.81,-0.6559999999999999
9.0,10.796,1.877,-8.81,-0.6559999999999999
9.0,11.578,1.225,-9.194,-0.354
9.0,11.975999999999999,1.34,-8.964,-0.368
9.0,12.786,1.877,-8.657,-1.909
9.0,13.177,1.5319999999999998,-8.542,-2.123
9.0,14.175999999999998,2.298,-8.887,-0.505
9.0,14.378,1.072,-8.619,-0.5670000000000001
9.0,15.377,1.494,-4.75,-8.986
9.0,15.387,1.494,-4.75,-8.986
9.0,16.582,-1.723,-3.447,-9.113
9.0,16.598000000000006,-1.723,-3.447,-9.113
9.0,16.776,-1.7619999999999998,-3.217,-8.949
9.0,17.578,-1.953,-3.294,-9.053
9.0,17.782,-1.3019999999999998,-3.409,-8.949
9.0,18.778,-0.7659999999999999,-2.643,-8.934
9.0,18.976000000000006,-0.6509999999999999,-3.869,-8.977
9.0,18.983,-0.6509999999999999,-3.869,-8.977
9.0,19.976000000000006,-0.612,-3.907,-9.101
9.0,19.983,-0.612,-3.907,-9.101
9.0,20.177,0.076,-4.022,-9.11
9.0,21.19,-0.421,-4.175,-8.957
9.0,21.377,-0.229,-3.447,-8.998
9.0,22.378,0.191,-3.6010000000000004,-9.122
9.0,22.576,-0.229,-3.639,-9.213
9.0,23.380000000000006,-0.6890000000000001,-4.022,-8.885
9.0,23.386999999999997,-0.6890000000000001,-4.022,-8.885
9.0,23.576,-0.153,-4.06,-8.923
9.0,24.384,-1.149,-5.247999999999998,-8.111
9.0,24.578000000000007,-0.957,-4.75,-8.315
9.0,24.588,-0.957,-4.75,-8.315
9.0,25.578000000000007,-2.375,-3.409,-8.939
9.0,25.585,-2.375,-3.409,-8.939
9.0,25.779,-2.26,-3.409,-8.826
9.0,26.578000000000007,-1.685,-3.3710000000000004,-8.857999999999997
9.0,26.776000000000003,-0.574,-4.29,-8.535
9.0,27.776000000000003,0.0,-5.8610000000000015,-7.817
9.0,27.976000000000006,-0.229,-5.976,-7.731
9.0,28.976999999999997,-1.838,-5.669,-7.581
9.0,28.983,-1.838,-5.669,-7.581
9.0,29.377,-2.5660000000000003,-5.2860000000000005,-7.603
9.0,29.979000000000006,-3.447,-4.8260000000000005,-7.7429999999999986
9.0,29.984,-3.447,-4.8260000000000005,-7.7429999999999986
9.0,30.576,-3.486,-4.9030000000000005,-7.8279999999999985
9.0,31.186999999999998,-2.604,-5.822,-7.59
9.0,31.203000000000007,-2.604,-5.822,-7.59
9.0,31.976000000000006,-0.344,-6.5120000000000005,-7.1720000000000015
9.0,32.578,-1.953,-5.937,-7.562
9.0,33.18,-2.298,-5.669,-7.722
9.0,33.578,-0.612,-5.746,-7.822999999999999
9.0,34.375,-0.459,-4.52,-8.751
9.0,34.580999999999996,0.191,-4.175,-8.822000000000003
9.0,34.596000000000004,0.191,-4.175,-8.822000000000003
9.0,35.578,-1.11,-4.252,-8.9
9.0,35.585,-1.11,-4.252,-8.9
9.0,35.779,-1.3019999999999998,-2.988,-9.04
9.0,36.977,-2.7960000000000003,-4.8260000000000005,-8.1
9.0,37.18,-1.57,-5.478,-7.798999999999999
9.0,37.976,-1.264,-5.516,-8.005
9.0,38.178,-1.6469999999999998,-5.401,-8.033999999999999
9.0,38.186,-1.6469999999999998,-5.401,-8.033999999999999
9.0,39.178,-1.953,-4.137,-8.639
9.0,39.18400000000001,-1.953,-4.137,-8.639
9.0,40.384,-3.677,-3.332,-8.441
9.0,40.417,-3.677,-3.332,-8.441
9.0,41.576,-3.677,-3.179,-8.487
9.0,41.778999999999996,-3.6010000000000004,-3.217,-8.526
9.0,42.778999999999996,-3.907,-2.949,-8.443
9.0,42.976000000000006,-4.022,-2.758,-8.436
9.0,43.977,-4.328,-2.834,-8.361
9.0,43.99,-4.328,-2.834,-8.361
9.0,45.19000000000001,-4.252,-2.604,-8.476
9.0,45.376999999999995,-4.328,-2.49,-8.495
9.0,45.381,-4.328,-2.49,-8.495
9.0,46.378,-3.792,-2.336,-8.674
9.0,46.38800000000001,-3.792,-2.336,-8.674
9.0,47.575,-3.639,-2.49,-8.746
9.0,47.77800000000001,-3.332,-2.03,-8.802
9.0,48.776,-4.022,-2.949,-8.437999999999999
9.0,48.976000000000006,-3.83,-2.7960000000000003,-8.506
9.0,49.979000000000006,-3.792,-2.758,-8.525
9.0,50.0,-3.792,-2.758,-8.525
9.0,51.178,-3.907,-2.7960000000000003,-8.565
9.0,51.18400000000001,-3.907,-2.7960000000000003,-8.565
9.0,52.19300000000001,-4.137,-2.7960000000000003,-8.465
9.0,52.576,-4.099,-2.643,-8.46
9.0,53.578,-3.945,-2.681,-8.494
9.0,53.583999999999996,-3.945,-2.681,-8.494
9.0,54.776,-3.907,-2.719,-8.544
9.0,54.976000000000006,-3.907,-2.643,-8.555
9.0,55.99,-4.06,-2.988,-8.486
9.0,56.176,-4.213,-2.911,-8.426
9.0,57.206,-3.984,-2.873,-8.442
9.0,57.376999999999995,-3.984,-2.834,-8.441
9.0,58.578,-3.754,-2.873,-8.539
9.0,58.583999999999996,-3.754,-2.873,-8.539
9.0,59.776,-3.754,-2.949,-8.574
9.0,59.976000000000006,-3.869,-2.949,-8.541
9.0,59.98,-3.869,-2.949,-8.541
20.0,0.94,2.336,-5.324,7.586
20.0,0.948,2.336,-5.324,7.586
20.0,1.538,2.988,-4.175,8.169
20.0,2.145,1.379,-6.0520000000000005,8.001
20.0,2.165,1.379,-6.0520000000000005,8.001
20.0,2.5380000000000003,1.5319999999999998,-6.627000000000002,7.271
20.0,3.346,1.7619999999999998,-7.585,5.9929999999999986
20.0,3.736,2.5660000000000003,-6.627000000000002,6.608
20.0,4.338,3.945,-6.091,6.559
20.0,4.937,5.018,-6.244,5.901
20.0,5.559,0.727,-8.121,5.641
20.0,6.1370000000000005,-0.114,-7.0870000000000015,6.489
20.0,6.776000000000002,1.379,-6.895,6.694
20.0,7.1370000000000005,0.344,-7.9289999999999985,6.489
20.0,8.152999999999999,-1.6469999999999998,-9.232,0.35
20.0,8.174000000000001,-1.6469999999999998,-9.232,0.35
20.0,8.335,-1.6469999999999998,-9.385,0.188
20.0,9.338,-2.145,-9.155,0.254
20.0,9.539,-2.1830000000000003,-8.925,0.313
20.0,10.536,2.298,-8.158999999999999,4.184
20.0,10.735999999999999,1.915,-8.006,5.48
